id,name,description
10090,Spears of the Church,"A green-rusted ornament of young grass, the crest of Princess Filianore. Equip to join the Spears of the Church covenant.  The Spears of the Church watch over the Princess' slumber, and when the church is compromised by a trespasser, the Judicator summons them as loyal spirits to eliminate the threat (summoned automatically while this is equipped).  Loyal spirits summoned as Spears of the Church are granted a blessing of protection."
20013,Chloranthy Ring+3,"This old ring is named for its decorative green blossom, but its luster is long since faded.  Raises stamina recovery speed."
20023,Havel's Ring+3,"A ring for warriors keen on heavy accoutrements. Increases maximum equip load.  This ring was named after Havel the Rock, the battlefield compatriot of Gwyn, the First Lord.  The art of war has been a constant since ages past, and those who would follow in Havel's footsteps are no fewer now than in his own day."
20033,Ring of Favor+3,"A ring symbolizing the favor of the Goddess Fina, whose ""fateful beauty"" is mentioned in legend.  True to the fickle nature of Fina's favor, her ring increases max HP, stamina, and maximum equip load."
20043,Ring of Steel Protection+3,"Ring of the Knight King of ancient legend. Increases physical damage absorption.  The Knight King was said to be lined with steel on the inside, such that even the talons of mighty dragons did him little harm."
20193,Wolf Ring+3,"Ring associated with Abysswalker Artorias, one of the Four Knights of Gwyn, the First Lord.  Increases poise.  Artorias had an unbendable will of steel, and was unmatched with a greatsword."
20393,Covetous Gold Serpent Ring+3,"A gold ring depicting a snake that could have been, but never was, a dragon. Fallen foes are more likely to drop items.  Snakes are known as creatures of great avarice, devouring prey even larger than themselves by swallowing them whole.  If one's shackles are cause for discontent, perhaps it is time for some old-fashioned greed."
20403,Covetous Silver Serpent Ring+3,"A silver ring depicting a snake that could have been, but never was, a dragon. Fallen foes yield more souls.  Snakes are known as creatures of great avarice, devouring prey even larger than themselves by swallowing them whole.  If one's shackles are cause for discontent, perhaps it is time for some old-fashioned greed."
20593,Ring of the Evil Eye+3,"This ring captured the foul spirit of an evil eye, a creature that ravaged Astora.  Absorb HP from each defeated foe.  The horrid spirit nearly destroyed Astora, but was eventually defeated by ""the sword of one most noble."""
20640,,"Protects its wearer from various ailments. Increases effect of status ailments.  The effects of this ring, which incites all known disorders of this world, are greatly feared. Even the sorcerer who forged the ring sealed it away following its creation."
20650,,"A ring that greatly enhances miracle strength. Increases effective range of miracles.  A gift from the gods awarded for devotion and perserverance. The original owner is no longer of this world, yet the ring remains an object of faith."
10000,Catarina Helm,"Distinctively shaped helm worn by the Knights of Catarina.  Outside Catarina, it is often ridiculed for its onion-like shape, infuriating the proud knights, but the masterfully forged curved design makes it very effective for parrying."
11000,Catarina Armor,"Distinctively shaped armor worn by the Knights of Catarina.  Outside Catarina, it is often ridiculed for its onion-like shape, infuriating the proud knights, but the masterfully forged curved design makes it very effective for parrying."
12000,Catarina Gauntlets,"Distinctively shaped gauntlets worn by the Knights of Catarina.  Outside Catarina, they are often ridiculed for their onion-like shape, infuriating the proud knights, but the masterfully forged curved design makes it very effective for parrying."
13000,Catarina Leggings,"Distinctively shaped leggings worn by the Knights of Catarina.  Outside Catarina, they are often ridiculed for their onion-like shape, infuriating the proud knights, but the masterfully forged curved design makes it very effective for parrying."
20000,Paladin Helm,"Helm of Leeroy, Paladin of the Catacombs.  Long ago, the Way of White produced its first Undead, a paladin in golden armor. With the legendary treasures Grant and Sanctus, Leeroy set out for Lordran, Land of the Gods, in the first Undead mission of the Way of White."
21000,Paladin Armor,"Armor of Leeroy, Paladin of the Catacombs.  Long ago, the Way of White produced its first Undead, a paladin in golden armor. With the legendary treasures Grant and Sanctus, Leeroy set out for Lordran, Land of the Gods, in the first Undead mission of the Way of White."
22000,Paladin Gauntlets,"Gauntlets of Leeroy, Paladin of the Catacombs.  Long ago, the Way of White produced its first Undead, a paladin in golden armor. With the legendary treasures Grant and Sanctus, Leeroy set out for Lordran, Land of the Gods, in the first Undead mission of the Way of White."
23000,Paladin Leggings,"Leggings of Leeroy, Paladin of the Catacombs.  Long ago, the Way of White produced its first Undead, a paladin in golden armor. With the legendary treasures Grant and Sanctus, Leeroy set out for Lordran, Land of the Gods, in the first Undead mission of the Way of White."
40000,Dark Mask,"Mask of the Darkwraiths, former knights of New Londo who descended into Dark.  Some say the skeletal mask of an ancient Darkwraith is partially fused with the flesh of its face."
41000,Dark Armor,"Armor of the Darkwraiths, former knights of New Londo who descended into Dark.  Their armor transformed, and remains a symbol of the Dark servants and their diabolical art of Lifedrain."
42000,Dark Gauntlets,"Gauntlets of the Darkwraiths, former knights of New Londo who descended into Dark.  Their gauntlets transformed, and remain symbol of the Dark servants and their diabolical art of Lifedrain."
43000,Dark Leggings,"Leggings of the Darkwraiths, former knights of New Londo who descended into Dark.  Their leggings transformed, and remain a symbol of the Dark servants and their diabolical art of Lifedrain."
50000,Brigand Hood,"Hood worn by the brigands who raid mountain hamlets and attack travelers.  In addition to protecting against the blazing sun, dust, and sand, it helps them tell friend from foe in the heat of battle."
51000,Brigand Armor,Armor worn by the brigands who raid mountain hamlets and attack travelers.  The addition of metal over a base of cloth and leather offers good mobility and defense.
52000,Brigand Gauntlets,Gauntlets worn by the brigands who raid mountain hamlets and attack travelers.  The addition of metal over a base of cloth and leather offers good mobility and defense.
53000,Brigand Trousers,Trousers worn by the brigands who raid mountain hamlets and attack travelers.  The addition of metal over a base of cloth and leather offers good mobility and defense.
60000,Shadow Mask,"Black cloth mask worn by spooks from an Eastern land. Designed so as not to hinder their unique form of martial arts.  While it sacrifices defense for the sake of greater mobility, it does offer resistance to bleeding and poison among other things, perhaps due to the nature of their duties."
61000,Shadow Garb,"Black cloth garb worn by spooks from an Eastern land. Designed so as not to hinder their unique form of martial arts.  While it sacrifices defense for the sake of greater mobility, it does offer resistance to bleeding and poison among other things, perhaps due to the nature of espionage."
62000,Shadow Gauntlets,"Black cloth gauntlets worn by spooks from an Eastern land. Designed so as not to hinder their unique form of martial arts.  While they sacrifice defense for the sake of greater mobility, they do offer resistance to bleeding and poison among other things, perhaps due to the nature of espionage."
63000,Shadow Leggings,"Black cloth leggings worn by spooks from an Eastern land. Designed so as not to hinder their unique form of martial arts.  While they sacrifice defense for the sake of greater mobility, they do offer resistance to bleeding and poison among other things, perhaps due to the nature of espionage."
70000,Black Iron Helm,"Helm of Black Iron Tarkus, a knight known for his great strength.  Built of a special black iron and providing strong defense, notably against fire, but so terribly heavy to be unwieldy to all but Tarkus himself."
